claim_id,policy_id,customer_id,policy_type,vehicle_segment,incident_type,incident_date,claim_reported,total_claim_amount,repair_estimate,police_report_available,injury_severity,policy_annual_mileage,insured_zip,insured_city,insured_state,fraud_reported
C41761489,P8029535,U949236,Comprehensive,Pickup,Side Collision,08/29/2024,08/30/2024,59416.44,41720.63,No,None,14623,000000,Chennai,Tamil Nadu,No
C43467731,P0685495,U812079,Motor TP,Hatchback,Rear Collision,09/11/2024,09/16/2024,20857.87,17194.99,Yes,None,14085,380003,Ahmedabad,Gujarat,No
C33543284,P0898099,U429880,Comprehensive,SUV,Windshield Damage,12/04/2023,12/05/2023,29763.31,23927.13,Yes,Minor,11799,110006,Delhi,Delhi,No
C83559398,P1366438,U996765,Comprehensive,Sedan,Parking Bump,10/31/2024,11/14/2024,14519.88,11440.57,Yes,None,12964,700006,Kolkata,West Bengal,No
C16715014,P6658250,U253592,Comprehensive,Hatchback,Windshield Damage,09/29/2023,09/29/2023,16993.11,14021.88,Yes,None,12031,400004,Mumbai,Maharashtra,No
C44644359,P5852436,U621806,Comprehensive,SUV,Windshield Damage,03/07/2023,04/04/2023,24585.48,22798.29,Yes,None,7474,302004,Jaipur,Rajasthan,Yes
C76478281,P8437683,U993047,Comprehensive,SUV,Head-on,08/20/2025,08/27/2025,2000.0,1884.16,Yes,None,15971,226001,Lucknow,Uttar Pradesh,No
C56232893,P7056532,U267715,Comprehensive,Hatchback,Theft,11/01/2023,11/09/2023,41385.64,38848.32,Yes,None,4772,400006,Mumbai,Maharashtra,No
C71304686,P3628913,U800517,Motor TP,Van,Parking Bump,09/29/2023,09/29/2023,27124.89,23312.72,No,None,14446,380007,Ahmedabad,Gujarat,No
C11853242,P5866854,U993580,Motor TP,Sedan,Side Collision,03/07/2023,03/07/2023,40389.66,36803.06,No,None,11714,700010,Kolkata,West Bengal,No
C35465653,P9187140,U577501,Comprehensive,SUV,Rear Collision,03/08/2023,03/15/2023,64668.4,57260.21,No,None,16035,500004,Hyderabad,Telangana,No
C43533460,P1124388,U536667,Comprehensive,Pickup,Single Vehicle,04/05/2023,04/09/2023,39521.38,38726.88,Yes,None,15481,302010,Jaipur,Rajasthan,Yes
C33159144,P8349447,U018193,Comprehensive,SUV,Single Vehicle,06/25/2025,06/28/2025,54271.93,50432.26,No,None,1000,600006,Chennai,Tamil Nadu,Yes
C53792947,P8150095,U886351,Motor OD,Sedan,Single Vehicle,01/14/2024,01/19/2024,50850.03,48409.82,Yes,None,12122,110002,Delhi,Delhi,Yes
C90555583,P1848320,U059828,Motor TP,SUV,Windshield Damage,09/07/2024,09/09/2024,37057.76,26814.68,Yes,None,18675,500003,Hyderabad,Telangana,No
C48557323,P6762541,U126586,Comprehensive,Hatchback,Rear Collision,02/04/2025,02/11/2025,2503.96,1786.84,No,None,9827,600005,Chennai,Tamil Nadu,Yes
C84445255,P5011176,U520309,Motor OD,Sedan,Rear Collision,04/26/2024,05/17/2024,36944.58,28346.81,Yes,None,12446,600003,Chennai,Tamil Nadu,Yes
C52339288,P2986841,U339561,Motor OD,Sedan,Rear Collision,01/20/2024,01/27/2024,21509.13,17698.87,Yes,Minor,10351,700005,Kolkata,West Bengal,Yes
C81201941,P7080291,U214993,Motor OD,Hatchback,Side Collision,02/20/2023,02/22/2023,9539.81,8978.34,Yes,None,13269,600001,Chennai,Tamil Nadu,Yes
C40150513,P9053623,U265290,Comprehensive,Hatchback,Single Vehicle,01/09/2024,01/15/2024,25331.34,19582.46,Yes,Minor,1000,226009,Lucknow,Uttar Pradesh,No
C24918048,P8409257,U121196,Motor TP,Sedan,Rear Collision,04/30/2024,05/14/2024,12508.79,10240.54,No,None,5370,700010,Kolkata,West Bengal,No
C13385446,P7056968,U182794,Motor TP,Hatchback,Single Vehicle,09/27/2023,10/06/2023,29537.09,21898.89,Yes,Minor,18038,110008,Delhi,Delhi,No
C02756982,P4591972,U727940,Comprehensive,SUV,Side Collision,12/11/2023,01/01/2024,55341.12,41732.43,No,None,11794,400004,Mumbai,Maharashtra,No
C78283188,P1908036,U267568,Comprehensive,Sedan,Rear Collision,09/24/2024,09/29/2024,33471.81,32676.89,No,Minor,9488,110007,Delhi,Delhi,No
C81293318,P0028657,U459139,Comprehensive,SUV,Rear Collision,03/19/2023,03/19/2023,36735.25,32131.46,Yes,None,7139,700002,Kolkata,West Bengal,No
C99571196,P4619266,U726124,Comprehensive,Sedan,Single Vehicle,06/26/2025,07/01/2025,22303.23,18212.32,Yes,None,11467,380007,Ahmedabad,Gujarat,No
C44673506,P5463929,U554993,Comprehensive,SUV,Theft,12/01/2023,12/02/2023,148132.74,146366.13,Yes,Major,7976,411004,Pune,Maharashtra,No
C40141552,P9815683,U283027,Comprehensive,Hatchback,Rear Collision,03/21/2024,04/11/2024,29307.02,26026.01,No,None,9865,400006,Mumbai,Maharashtra,No
C28548085,P9169575,U032012,Comprehensive,Sedan,Parking Bump,08/11/2024,08/14/2024,9390.35,6716.48,Yes,None,9925,226003,Lucknow,Uttar Pradesh,No
C60141595,P7540896,U278854,Motor OD,SUV,Single Vehicle,01/11/2025,01/19/2025,47637.73,39097.61,Yes,Minor,11717,600005,Chennai,Tamil Nadu,No
C92050325,P2246996,U899687,Motor OD,Van,Windshield Damage,09/18/2024,09/18/2024,23405.0,23286.91,Yes,None,13814,111111,Chennai,Tamil Nadu,Yes
C50245630,P3163021,U637556,Comprehensive,SUV,Rear Collision,10/13/2024,11/03/2024,47975.19,36913.01,No,Minor,8248,400005,Mumbai,Maharashtra,No
C11664163,P6425211,U187388,Motor OD,SUV,Single Vehicle,02/16/2023,02/17/2023,42868.83,39406.92,Yes,Minor,15691,560005,Bengaluru,Karnataka,No
C62028029,P3526373,U682614,Motor OD,SUV,Theft,06/04/2023,06/11/2023,102759.51,98624.16,Yes,None,15264,400010,Mumbai,Maharashtra,Yes
C39237368,P0279586,U339461,Motor OD,SUV,Side Collision,04/26/2025,05/17/2025,61079.79,60156.76,No,None,9008,302002,Jaipur,Rajasthan,No
C65307312,P0419650,U076967,Comprehensive,Sedan,Single Vehicle,09/08/2024,09/18/2024,50206.86,37885.8,Yes,None,18799,226004,Lucknow,Uttar Pradesh,No
C62682213,P8965198,U284126,Comprehensive,Pickup,Side Collision,01/26/2024,02/05/2024,57739.08,56578.84,Yes,None,3491,700004,Kolkata,West Bengal,Yes
C56528728,P4055663,U900715,Comprehensive,Hatchback,Rear Collision,06/29/2023,07/06/2023,11861.49,11691.82,No,None,19348,560003,Bengaluru,Karnataka,No
C04498533,P2042941,U990567,Comprehensive,SUV,Parking Bump,08/03/2023,08/10/2023,15385.61,12858.18,Yes,None,17388,226008,Lucknow,Uttar Pradesh,No
C25403984,P4531137,U379227,Motor OD,Sedan,Windshield Damage,10/18/2024,10/22/2024,17275.67,12676.54,Yes,Minor,14864,600004,Chennai,Tamil Nadu,Yes
C06252089,P7977082,U222824,Motor OD,Hatchback,Rear Collision,07/26/2023,08/09/2023,6411.8,5335.01,Yes,None,14563,500004,Hyderabad,Telangana,Yes
C44522132,P6235358,U703811,Comprehensive,Hatchback,Rear Collision,01/06/2024,01/10/2024,35100.87,25755.4,No,Major,11088,380004,Ahmedabad,Gujarat,No
C36127084,P9217812,U808177,Comprehensive,Sedan,Side Collision,02/06/2024,02/06/2024,20257.46,18919.55,Yes,None,12713,380008,Ahmedabad,Gujarat,Yes
C69247421,P4126005,U698736,Motor OD,SUV,Rear Collision,07/30/2023,07/31/2023,61604.22,54936.24,Yes,Minor,9624,000000,Chennai,Tamil Nadu,No
C77092455,P5085051,U477129,Motor OD,SUV,Rear Collision,10/05/2024,10/10/2024,55811.11,39428.93,No,None,20929,400004,Mumbai,Maharashtra,No
C24801905,P8065034,U958569,Comprehensive,SUV,Parking Bump,03/11/2024,03/15/2024,2000.0,1990.16,Yes,None,10833,302006,Jaipur,Rajasthan,No
C14228142,P8666852,U312661,Comprehensive,Sedan,Parking Bump,07/18/2024,07/19/2024,12572.81,11330.33,No,None,15356,700008,Kolkata,West Bengal,Yes
C96051586,P4198406,U433216,Motor OD,Motorcycle,Side Collision,06/14/2024,06/14/2024,9112.0,8725.75,No,None,13441,500003,Hyderabad,Telangana,No
C88435998,P3833185,U502808,Motor TP,SUV,Rear Collision,06/15/2023,07/06/2023,38514.57,29802.85,Yes,None,14671,700001,Kolkata,West Bengal,No
C73391426,P1976249,U756396,Motor OD,Hatchback,Windshield Damage,06/29/2025,06/30/2025,10194.95,8134.21,No,None,19085,222222,Hyderabad,Telangana,No
C97898169,P5699077,U110265,Comprehensive,SUV,Theft,04/23/2023,04/27/2023,46632.29,41686.23,Yes,Minor,9254,400007,Mumbai,Maharashtra,No
C98664591,P8801315,U814014,Comprehensive,Sedan,Parking Bump,09/22/2024,09/29/2024,15051.96,11439.35,Yes,None,15599,600007,Chennai,Tamil Nadu,No
C30201834,P4941359,U479149,Comprehensive,Hatchback,Head-on,03/02/2025,03/12/2025,40935.05,40167.51,Yes,None,15242,600008,Chennai,Tamil Nadu,No
C81665180,P5534301,U757341,Comprehensive,SUV,Head-on,03/23/2025,04/13/2025,71514.99,58204.24,Yes,None,11564,380009,Ahmedabad,Gujarat,No
C02511410,P0002295,U565859,Motor OD,Hatchback,Side Collision,08/24/2025,08/29/2025,25319.97,23425.38,No,None,15422,110008,Delhi,Delhi,No
C64246160,P5854374,U521533,Motor TP,Hatchback,Single Vehicle,04/08/2025,04/25/2025,25666.82,18773.05,Yes,Minor,17800,380009,Ahmedabad,Gujarat,No
C13256835,P8010449,U204788,Motor OD,Sedan,Head-on,08/04/2023,08/14/2023,42423.2,41010.14,Yes,None,20770,600004,Chennai,Tamil Nadu,Yes
C55747987,P1872553,U322605,Comprehensive,Hatchback,Single Vehicle,07/05/2025,07/07/2025,14860.56,12550.18,No,None,12012,302003,Jaipur,Rajasthan,No
C98160262,P1596305,U786784,Comprehensive,Sedan,Side Collision,05/30/2024,06/06/2024,35126.27,26488.89,Yes,None,9895,560008,Bengaluru,Karnataka,No
C77434630,P5750097,U241710,Comprehensive,Sedan,Rear Collision,09/01/2023,09/01/2023,39408.05,37811.13,No,None,2006,302008,Jaipur,Rajasthan,No
C10104587,P3446411,U174986,Comprehensive,Sedan,Single Vehicle,08/13/2023,08/15/2023,45157.2,32031.07,Yes,None,8872,560001,Bengaluru,Karnataka,Yes
C24982205,P9659787,U550376,Comprehensive,Sedan,Single Vehicle,05/01/2025,05/23/2025,54343.88,49065.14,No,None,11377,302001,Jaipur,Rajasthan,Yes
C81600753,P7440182,U947716,Motor TP,Hatchback,Windshield Damage,03/19/2024,03/26/2024,8851.5,8414.21,Yes,Minor,16717,226009,Lucknow,Uttar Pradesh,Yes
C19471190,P0685274,U208556,Comprehensive,Hatchback,Theft,10/02/2024,10/02/2024,19977.78,18677.22,Yes,None,12834,411003,Pune,Maharashtra,Yes
C48018331,P1283744,U032986,Comprehensive,SUV,Single Vehicle,04/24/2024,05/08/2024,62796.02,48669.68,Yes,None,13775,400008,Mumbai,Maharashtra,Yes
C16156367,P9755048,U350494,Comprehensive,Van,Single Vehicle,04/01/2023,04/03/2023,28684.44,23600.07,Yes,None,14782,400008,Mumbai,Maharashtra,Yes
C11222190,P8872527,U711823,Motor OD,SUV,Rear Collision,05/20/2023,05/22/2023,20800.26,14652.02,Yes,None,13611,110001,Delhi,Delhi,No
C65575369,P0417486,U955983,Comprehensive,Sedan,Side Collision,04/16/2023,04/18/2023,31948.26,23237.82,Yes,None,18755,110009,Delhi,Delhi,Yes
C74066325,P6684252,U620624,Comprehensive,Sedan,Side Collision,02/11/2025,02/16/2025,27899.92,25340.18,No,Major,10361,411005,Pune,Maharashtra,No
C94609245,P9496282,U942934,Motor OD,SUV,Head-on,12/18/2023,12/23/2023,86108.16,84954.82,Yes,None,15918,560004,Bengaluru,Karnataka,No
C85496319,P8110310,U619505,Comprehensive,Sedan,Single Vehicle,08/30/2025,09/04/2025,36279.14,31372.95,No,Minor,7097,560001,Bengaluru,Karnataka,No
C09184867,P8792320,U068469,Motor OD,Pickup,Side Collision,05/27/2025,05/29/2025,23975.49,19646.92,Yes,Minor,9449,400001,Mumbai,Maharashtra,No
C75111624,P6261548,U562456,Comprehensive,Hatchback,Head-on,05/31/2025,06/02/2025,57394.93,51525.76,Yes,None,12505,500003,Hyderabad,Telangana,No
C27545898,P8921306,U129505,Comprehensive,SUV,Windshield Damage,03/23/2023,03/30/2023,23892.66,22455.16,Yes,None,11401,411006,Pune,Maharashtra,No
C94446147,P3608214,U687640,Motor TP,Van,Side Collision,01/06/2023,01/09/2023,56142.61,51694.78,Yes,None,9112,500003,Hyderabad,Telangana,No
C67295480,P7702827,U801204,Motor TP,Motorcycle,Theft,01/07/2023,01/09/2023,8808.09,8175.2,Yes,None,15267,380002,Ahmedabad,Gujarat,Yes
C53839062,P3178302,U562682,Comprehensive,Sedan,Side Collision,01/14/2024,01/18/2024,22193.95,16778.61,No,Minor,16056,302006,Jaipur,Rajasthan,Yes
C88106289,P4208559,U443735,Motor OD,Sedan,Side Collision,02/03/2023,02/03/2023,51196.9,47680.21,Yes,Major,10299,302005,Jaipur,Rajasthan,No
C77950961,P0688690,U065909,Comprehensive,Sedan,Side Collision,11/15/2024,11/19/2024,5277.32,4868.22,Yes,None,15219,380003,Ahmedabad,Gujarat,No
C19597942,P7257524,U780474,Motor OD,Hatchback,Head-on,01/12/2025,02/02/2025,38453.98,33478.14,Yes,Minor,3409,333333,Bengaluru,Karnataka,Yes
C31605305,P0400481,U269539,Comprehensive,Sedan,Single Vehicle,02/17/2023,02/19/2023,31208.44,28205.22,Yes,None,19607,226005,Lucknow,Uttar Pradesh,Yes
C27415689,P3979528,U535406,Motor OD,Hatchback,Rear Collision,04/11/2024,04/11/2024,27134.36,20698.12,Yes,None,12862,380005,Ahmedabad,Gujarat,Yes
C27688267,P2743611,U409484,Comprehensive,Sedan,Windshield Damage,01/06/2023,01/08/2023,15994.14,14967.53,Yes,Minor,1000,302009,Jaipur,Rajasthan,No
C44708449,P8664718,U294276,Comprehensive,Pickup,Side Collision,03/25/2024,03/26/2024,25871.73,20687.48,Yes,None,13241,600009,Chennai,Tamil Nadu,No
C69713441,P9603922,U982099,Comprehensive,SUV,Head-on,02/01/2024,02/03/2024,74161.66,73228.67,Yes,None,13020,380006,Ahmedabad,Gujarat,No
C40569055,P7005556,U023398,Comprehensive,Sedan,Head-on,02/21/2025,03/21/2025,28701.68,22513.44,Yes,Major,10045,500007,Hyderabad,Telangana,No
C24028359,P7029492,U184040,Motor OD,SUV,Parking Bump,09/29/2023,09/30/2023,20362.65,15943.68,Yes,Minor,20655,560002,Bengaluru,Karnataka,No
C53644172,P7033636,U907989,Motor OD,SUV,Rear Collision,07/06/2023,07/20/2023,21349.97,17460.98,No,None,11948,302010,Jaipur,Rajasthan,Yes
C47612596,P0036351,U356417,Comprehensive,Motorcycle,Windshield Damage,07/24/2023,07/24/2023,4054.72,3432.31,Yes,None,9567,110010,Delhi,Delhi,No
C54940694,P6705577,U461591,Comprehensive,SUV,Side Collision,05/26/2025,05/26/2025,65877.52,60908.03,Yes,None,6512,560009,Bengaluru,Karnataka,No
C14755736,P4478665,U827514,Motor OD,SUV,Rear Collision,07/30/2024,07/31/2024,18384.49,15529.5,Yes,None,11477,110001,Delhi,Delhi,No
C78106131,P7054285,U357695,Comprehensive,Pickup,Single Vehicle,01/04/2023,01/10/2023,56279.17,45333.2,No,None,11653,888888,Mumbai,Maharashtra,No
C14391074,P9191287,U902061,Motor OD,Hatchback,Side Collision,09/17/2024,09/22/2024,26593.35,21342.15,No,None,12720,380006,Ahmedabad,Gujarat,No
C28961392,P4424631,U155242,Motor OD,Sedan,Parking Bump,05/18/2025,05/19/2025,20351.64,16946.27,Yes,None,18820,560010,Bengaluru,Karnataka,Yes
C20967793,P3029165,U558649,Comprehensive,Motorcycle,Side Collision,01/13/2024,01/20/2024,6709.72,5921.03,No,Major,6611,226006,Lucknow,Uttar Pradesh,No
C15928994,P0071141,U859534,Comprehensive,Sedan,Rear Collision,05/28/2024,06/07/2024,23925.56,17350.73,Yes,None,7534,400002,Mumbai,Maharashtra,No
C01476561,P4676876,U570901,Motor TP,Hatchback,Windshield Damage,02/18/2024,02/28/2024,7423.62,6553.17,Yes,None,15080,777777,Kolkata,West Bengal,No
C46252320,P4395138,U755066,Comprehensive,Pickup,Windshield Damage,05/31/2024,06/02/2024,11443.2,8233.72,Yes,None,16761,302010,Jaipur,Rajasthan,No
C68138506,P1898026,U870823,Comprehensive,SUV,Single Vehicle,12/14/2023,12/19/2023,84136.57,59559.67,Yes,None,7013,380003,Ahmedabad,Gujarat,No
C95389924,P4548907,U162702,Comprehensive,Hatchback,Head-on,05/12/2025,05/13/2025,38027.88,37540.73,Yes,None,21396,560001,Bengaluru,Karnataka,No
C49952962,P7683480,U427091,Comprehensive,SUV,Head-on,04/04/2025,04/05/2025,71512.12,68494.41,Yes,None,16566,411004,Pune,Maharashtra,Yes
C98749742,P2030918,U589921,Motor TP,Van,Rear Collision,06/08/2025,06/08/2025,20700.06,19839.06,Yes,None,19917,226004,Lucknow,Uttar Pradesh,No
C01327866,P7266279,U361381,Comprehensive,Sedan,Theft,11/24/2024,12/02/2024,70344.09,49859.97,Yes,Minor,9920,302003,Jaipur,Rajasthan,No
C33526237,P7465811,U934776,Comprehensive,Hatchback,Parking Bump,04/22/2023,05/02/2023,20670.02,19025.28,No,None,9445,333333,Hyderabad,Telangana,No
C12975801,P9772190,U569862,Comprehensive,Hatchback,Rear Collision,10/23/2024,10/23/2024,24342.66,23547.6,No,Major,17000,380007,Ahmedabad,Gujarat,Yes
C90459014,P2491435,U953560,Comprehensive,Sedan,Theft,07/25/2023,08/18/2023,24435.38,19722.2,Yes,None,13312,700010,Kolkata,West Bengal,Yes
C32660440,P9698283,U667464,Comprehensive,SUV,Single Vehicle,03/21/2023,04/01/2023,78501.36,56493.99,Yes,None,11582,500008,Hyderabad,Telangana,Yes
C59042046,P5869060,U352017,Motor TP,Hatchback,Parking Bump,05/13/2024,05/18/2024,11465.99,8684.22,Yes,Minor,16883,500007,Hyderabad,Telangana,Yes
C41834888,P7751216,U448639,Motor OD,Hatchback,Windshield Damage,11/07/2023,11/10/2023,7945.44,6165.93,No,Minor,6823,400006,Mumbai,Maharashtra,Yes
C25547567,P5674427,U931111,Motor OD,SUV,Parking Bump,11/28/2023,12/01/2023,22501.94,21891.68,Yes,None,16692,400008,Mumbai,Maharashtra,Yes
C10774394,P9613360,U127635,Motor OD,Hatchback,Side Collision,11/14/2024,11/24/2024,26819.97,20720.44,No,Minor,5552,400002,Mumbai,Maharashtra,No
C36155672,P6777408,U573640,Comprehensive,Hatchback,Side Collision,09/26/2023,09/27/2023,15430.86,11217.2,No,None,6601,700004,Kolkata,West Bengal,Yes
C01351259,P2867891,U124061,Motor OD,Hatchback,Single Vehicle,01/18/2023,01/24/2023,26236.16,19790.22,Yes,Minor,5187,380010,Ahmedabad,Gujarat,Yes
C34724916,P9976988,U593176,Motor OD,SUV,Theft,12/27/2024,12/27/2024,50500.28,47229.21,Yes,Minor,13970,700007,Kolkata,West Bengal,No
C23778679,P3390463,U311711,Motor OD,SUV,Windshield Damage,11/25/2023,11/26/2023,15785.2,12170.3,Yes,None,8045,226008,Lucknow,Uttar Pradesh,No
C94364578,P8201142,U330048,Comprehensive,Motorcycle,Parking Bump,06/11/2024,06/13/2024,3362.83,3064.07,Yes,None,18711,500004,Hyderabad,Telangana,Yes
C77087474,P2120376,U872547,Motor OD,Pickup,Parking Bump,06/19/2024,06/20/2024,12092.9,11785.26,Yes,None,8111,600002,Chennai,Tamil Nadu,No
C38725569,P1618972,U892151,Motor OD,Hatchback,Rear Collision,04/22/2023,05/13/2023,29545.74,25480.92,Yes,Minor,12462,380002,Ahmedabad,Gujarat,No
C09267478,P1898550,U522921,Comprehensive,Pickup,Theft,05/29/2025,06/13/2025,93319.82,65840.78,Yes,None,11250,380008,Ahmedabad,Gujarat,Yes
C74453252,P1358462,U636797,Motor TP,Hatchback,Head-on,03/29/2025,04/05/2025,43910.17,34194.38,Yes,Minor,12491,110003,Delhi,Delhi,No
C48553118,P1886306,U651293,Comprehensive,Van,Theft,06/21/2024,06/22/2024,15319.31,12133.17,Yes,None,6503,560007,Bengaluru,Karnataka,Yes
C87190139,P4864567,U856989,Comprehensive,Hatchback,Rear Collision,12/22/2024,01/12/2025,22004.43,19046.5,No,None,12817,380003,Ahmedabad,Gujarat,No
C70965758,P5312335,U634691,Comprehensive,Motorcycle,Single Vehicle,03/08/2023,03/16/2023,22949.39,21336.61,No,None,1000,302002,Jaipur,Rajasthan,Yes
C65000792,P3845497,U764829,Comprehensive,Hatchback,Rear Collision,02/19/2025,02/22/2025,2000.0,1554.7,No,None,15482,411005,Pune,Maharashtra,No
C36578083,P6438914,U789409,Motor OD,Hatchback,Windshield Damage,08/08/2025,08/18/2025,15901.07,12511.15,Yes,Major,16324,111111,Chennai,Tamil Nadu,No
C63806020,P0278232,U867628,Comprehensive,Sedan,Single Vehicle,02/18/2023,02/22/2023,29049.46,27682.96,Yes,None,1000,302005,Jaipur,Rajasthan,Yes
C69487253,P9963403,U591343,Comprehensive,Sedan,Side Collision,08/17/2024,08/17/2024,42081.76,34355.67,No,None,10293,500006,Hyderabad,Telangana,Yes
C13088237,P2660960,U955249,Motor TP,Sedan,Rear Collision,01/07/2025,01/09/2025,26165.26,24798.99,No,None,15325,600005,Chennai,Tamil Nadu,Yes
C05994795,P3954597,U149429,Comprehensive,Sedan,Head-on,06/02/2025,06/04/2025,89603.75,69059.68,No,None,8795,700006,Kolkata,West Bengal,Yes
C97082301,P2739865,U596888,Motor TP,Hatchback,Side Collision,12/31/2023,01/01/2024,22498.65,19138.74,Yes,None,11331,226006,Lucknow,Uttar Pradesh,No
C22551292,P1070381,U468557,Comprehensive,SUV,Single Vehicle,09/12/2024,09/17/2024,37801.61,33127.6,Yes,None,6952,560002,Bengaluru,Karnataka,No
C25467864,P2738173,U057383,Comprehensive,Sedan,Single Vehicle,06/28/2023,07/05/2023,32244.27,32141.82,No,Major,12583,400002,Mumbai,Maharashtra,Yes
C18930276,P7651917,U251776,Motor OD,Van,Head-on,09/12/2023,09/12/2023,54157.58,48889.84,Yes,None,15455,380008,Ahmedabad,Gujarat,No
C37725906,P7781193,U355136,Comprehensive,Motorcycle,Parking Bump,09/18/2025,09/20/2025,4206.08,3066.74,Yes,None,14598,500001,Hyderabad,Telangana,No
C56965015,P9504602,U340004,Comprehensive,SUV,Rear Collision,02/07/2023,02/21/2023,64391.77,52108.68,Yes,None,9378,500005,Hyderabad,Telangana,Yes
C16975070,P0816894,U055674,Motor OD,Motorcycle,Theft,11/16/2024,11/18/2024,2294.99,2183.35,No,None,15810,411010,Pune,Maharashtra,Yes
C07529832,P3018514,U847249,Comprehensive,Hatchback,Theft,02/01/2025,03/02/2025,26600.96,22336.41,Yes,None,20444,400004,Mumbai,Maharashtra,Yes
C27805529,P2534274,U634348,Comprehensive,Van,Side Collision,09/16/2023,09/18/2023,25079.27,23110.0,No,None,4962,500007,Hyderabad,Telangana,Yes
C00404673,P9010272,U023581,Comprehensive,Pickup,Single Vehicle,07/29/2025,08/27/2025,71914.14,65184.1,Yes,None,16356,500007,Hyderabad,Telangana,Yes
C09724977,P5165105,U936188,Comprehensive,Motorcycle,Single Vehicle,11/04/2023,11/08/2023,13525.35,10430.46,Yes,None,17704,700001,Kolkata,West Bengal,Yes
C58745498,P3705121,U644549,Comprehensive,Motorcycle,Theft,07/12/2024,07/15/2024,31732.79,30005.37,Yes,None,9526,560005,Bengaluru,Karnataka,Yes
C47336907,P7372234,U274536,Comprehensive,Hatchback,Windshield Damage,01/31/2023,02/02/2023,9572.11,7286.8,Yes,None,14011,226002,Lucknow,Uttar Pradesh,Yes
C45316386,P0113262,U439409,Comprehensive,Hatchback,Windshield Damage,09/23/2025,09/23/2025,8149.2,7995.55,Yes,Minor,9557,500010,Hyderabad,Telangana,Yes
C54507457,P9818660,U559269,Comprehensive,Sedan,Single Vehicle,10/08/2023,11/08/2023,21354.9,19206.0,No,None,12689,110007,Delhi,Delhi,Yes
C44057923,P4500911,U903602,Comprehensive,SUV,Single Vehicle,04/23/2023,04/27/2023,71088.21,67379.69,No,None,5012,600006,Chennai,Tamil Nadu,No
C02516703,P5970948,U608343,Comprehensive,Hatchback,Head-on,06/17/2025,06/20/2025,20048.52,14921.8,Yes,None,14038,302004,Jaipur,Rajasthan,No
C50976358,P3193679,U920080,Motor OD,Hatchback,Single Vehicle,07/24/2023,07/27/2023,34475.4,28055.52,Yes,None,13802,666666,Bengaluru,Karnataka,No
C42303585,P2697268,U242145,Comprehensive,Hatchback,Rear Collision,07/08/2024,07/11/2024,18458.03,14001.77,Yes,Minor,5680,302004,Jaipur,Rajasthan,No
C20714807,P7695810,U601262,Comprehensive,SUV,Rear Collision,11/18/2023,11/20/2023,36944.59,32664.24,Yes,None,13896,400008,Mumbai,Maharashtra,Yes
C29596878,P1485688,U838045,Comprehensive,SUV,Windshield Damage,01/11/2025,01/12/2025,30856.95,26225.56,Yes,Minor,5350,000000,Delhi,Delhi,No
